id	term	variants	translation	stem	forms	note	category	status
trial_hub	Trial Hub		Центр випробувань			центр вибору навчальних випробувань	Локації	
inventory	inventory		інвентар			інвентар персонажа	Механіки	
hotbar	hotbar		панель швидкого доступу			панель швидкого доступу	Механіки	
character_sheet	Character Sheet		характеристики персонажа			екран характеристик персонажа	Механіки	
introductory_trial	Introductory Trial		Вступне випробування			вступне навчальне випробування	Локації	
jeweler	Jeweler	Jewelers	ювелір			крамарі коштовностей	Класи	
general_store	General Store		Універсальна крамниця			універсальна крамниця	Локації	
skeletal_guardian	skeletal guardian	skeletal guardians	скелетний охоронець			Скелетні вартові	Істоти	
kelly	Kelly		Келлі			Ім’я персонажа	Персонажі	
auto_scrap	auto-scrap		авторозбирання			режим автоматичного розбирання	Механіки	
west_hall	West Hall		Західна зала			західна зала	Локації	
courtyard	Courtyard		Внутрішній двір			внутрішній двір	Локації	
east_hall	East Hall		Східна зала			східна зала	Локації	
adventurers_garden	Adventurers' Garden		Сад шукачів пригод			сад шукачів пригод	Локації	
class_courtyard	Class Courtyard		Двір класів			двір класів	Локації	
adventure_archives	Adventure Archives		Архів пригод			архів пригод	Локації	
bishop	Bishop		єпископ			клас персонажа	Класи	
oversatiated	Oversatiated		пересичення			стан надмірної ситості	Механіки	
nominal	Nominal		норма			нормальний стан котла	Механіки	
critically_low	Critically Low		критично низький			критично низький рівень котла	Механіки	
degeneration	Degeneration		дегенерація			стан припинення природного відновлення	Механіки	
strangled	Strangled		задушення			стан задушення	Механіки	
lifesaving	Lifesaving		порятунок життя			ефект порятунку від смерті	Механіки	
vandal	Vandal		вандал			накопичуваний ефект руйнування	Механіки	
cast_speed	Cast Speed		швидкість застосування			швидкість застосування заклять	Механіки	
